Position,Complexity,SequenceID,K
85,0.0339473,"Super MUL 720",15
86,0.0339473,"Super MUL 720",15
87,0.0339473,"Super MUL 720",15
88,0.0339473,"Super MUL 720",15
89,0.353016,"Super MUL 720",15
90,0.0422282,"Super MUL 720",15
91,0.0422282,"Super MUL 720",15
92,0.0422282,"Super MUL 720",15
93,0.0422282,"Super MUL 720",15
94,0.0422282,"Super MUL 720",15
95,0.0422282,"Super MUL 720",15
96,0.0422282,"Super MUL 720",15
97,0.0422282,"Super MUL 720",15
98,0.0422282,"Super MUL 720",15
99,0.0422282,"Super MUL 720",15
100,0.0422282,"Super MUL 720",15
101,0.0422282,"Super MUL 720",15
102,0.0422282,"Super MUL 720",15
103,0.0422282,"Super MUL 720",15
104,0.0422282,"Super MUL 720",15
105,0.0339473,"Super MUL 720",15
106,0.0339473,"Super MUL 720",15
107,0.0339473,"Super MUL 720",15
108,0.0339473,"Super MUL 720",15
109,0.0339473,"Super MUL 720",15
110,0.0339473,"Super MUL 720",15
111,0.0339473,"Super MUL 720",15
112,0.0339473,"Super MUL 720",15
113,0.0339473,"Super MUL 720",15
114,0.0339473,"Super MUL 720",15
115,0.0339473,"Super MUL 720",15
116,0.0339473,"Super MUL 720",15
117,0.0339473,"Super MUL 720",15
118,0.0339473,"Super MUL 720",15
119,0.0339473,"Super MUL 720",15
120,0.0339473,"Super MUL 720",15
121,0.0339473,"Super MUL 720",15
122,0.0283818,"Super MUL 720",15
123,0.0283818,"Super MUL 720",15
124,0.0283818,"Super MUL 720",15
125,0.0283818,"Super MUL 720",15
126,0.0283818,"Super MUL 720",15
127,0.0283818,"Super MUL 720",15
128,0.0283818,"Super MUL 720",15
129,0.0283818,"Super MUL 720",15
130,0.0283818,"Super MUL 720",15
131,0.0283818,"Super MUL 720",15
132,0.0283818,"Super MUL 720",15
133,0.0283818,"Super MUL 720",15
134,0.0283818,"Super MUL 720",15
135,0.0283818,"Super MUL 720",15
136,0.0283818,"Super MUL 720",15
137,0.0283818,"Super MUL 720",15
138,0.0283818,"Super MUL 720",15
139,0.0283818,"Super MUL 720",15
140,0.0283818,"Super MUL 720",15
141,0.0283818,"Super MUL 720",15
142,0.0283818,"Super MUL 720",15
143,0.0283818,"Super MUL 720",15
144,0.0283818,"Super MUL 720",15
145,0.0283818,"Super MUL 720",15
146,0.0283818,"Super MUL 720",15
147,0.0283818,"Super MUL 720",15
148,0.0283818,"Super MUL 720",15
149,0.0283818,"Super MUL 720",15
150,0.0283818,"Super MUL 720",15
151,0.0283818,"Super MUL 720",15
152,0.0283818,"Super MUL 720",15
153,0.0283818,"Super MUL 720",15
154,0.0283818,"Super MUL 720",15
155,0.0283818,"Super MUL 720",15
156,0.0283818,"Super MUL 720",15
157,0.0283818,"Super MUL 720",15
158,0.0283818,"Super MUL 720",15
159,0.0283818,"Super MUL 720",15
160,0.0283818,"Super MUL 720",15
161,0.0283818,"Super MUL 720",15
162,0.0283818,"Super MUL 720",15
163,0.0283818,"Super MUL 720",15
164,0.0283818,"Super MUL 720",15
165,0.0283818,"Super MUL 720",15
166,0.289507,"Super MUL 720",15
167,0.0339473,"Super MUL 720",15
168,0.0339473,"Super MUL 720",15
169,0.0339473,"Super MUL 720",15
170,0.0339473,"Super MUL 720",15
171,0.0339473,"Super MUL 720",15
172,0.0339473,"Super MUL 720",15
173,0.0339473,"Super MUL 720",15
174,0.0339473,"Super MUL 720",15
175,0.0339473,"Super MUL 720",15
176,0.0339473,"Super MUL 720",15
177,0.0339473,"Super MUL 720",15
178,0.0339473,"Super MUL 720",15
179,0.0339473,"Super MUL 720",15
180,0.0339473,"Super MUL 720",15
181,0.0339473,"Super MUL 720",15
182,0.0339473,"Super MUL 720",15
183,0.0339473,"Super MUL 720",15
184,0.0339473,"Super MUL 720",15
185,0.0339473,"Super MUL 720",15
186,0.0339473,"Super MUL 720",15
187,0.353016,"Super MUL 720",15
188,0.0422282,"Super MUL 720",15
189,0.452512,"Super MUL 720",15
190,0.0558532,"Super MUL 720",15
191,0.0558532,"Super MUL 720",15
192,0.0558532,"Super MUL 720",15
193,0.0558532,"Super MUL 720",15
194,0.0558532,"Super MUL 720",15
195,0.631355,"Super MUL 720",15
196,0.0824622,"Super MUL 720",15
197,1.05445,"Super MUL 720",15
198,0.157541,"Super MUL 720",15
199,0.157541,"Super MUL 720",15
200,0.157541,"Super MUL 720",15
201,0.157541,"Super MUL 720",15
202,0.0824622,"Super MUL 720",15
203,0.0824622,"Super MUL 720",15
204,0.0824622,"Super MUL 720",15
205,0.0824622,"Super MUL 720",15
206,0.0824622,"Super MUL 720",15
207,0.0824622,"Super MUL 720",15
208,0.0824622,"Super MUL 720",15
209,0.0824622,"Super MUL 720",15
210,0.0824622,"Super MUL 720",15
211,0.0824622,"Super MUL 720",15
212,0.0824622,"Super MUL 720",15
213,0.0824622,"Super MUL 720",15
214,0.0824622,"Super MUL 720",15
215,0.0824622,"Super MUL 720",15
216,0.0824622,"Super MUL 720",15
217,0.0824622,"Super MUL 720",15
218,0.0824622,"Super MUL 720",15
219,0.0824622,"Super MUL 720",15
220,0.0824622,"Super MUL 720",15
221,0.0824622,"Super MUL 720",15
222,0.0558532,"Super MUL 720",15
223,0.0422282,"Super MUL 720",15
224,0.0422282,"Super MUL 720",15
225,0.0422282,"Super MUL 720",15
226,0.0422282,"Super MUL 720",15
227,0.0422282,"Super MUL 720",15
228,0.0422282,"Super MUL 720",15
229,0.0422282,"Super MUL 720",15
230,0.0422282,"Super MUL 720",15
231,0.0422282,"Super MUL 720",15
232,0.0422282,"Super MUL 720",15
233,0.0422282,"Super MUL 720",15
234,0.0422282,"Super MUL 720",15
235,0.0422282,"Super MUL 720",15
236,0.0422282,"Super MUL 720",15
237,0.0422282,"Super MUL 720",15
238,0.0422282,"Super MUL 720",15
239,0.0422282,"Super MUL 720",15
240,0.0422282,"Super MUL 720",15
241,0.0422282,"Super MUL 720",15
242,0.0422282,"Super MUL 720",15
243,0.0422282,"Super MUL 720",15
244,0.0422282,"Super MUL 720",15
245,0.0422282,"Super MUL 720",15
246,0.0422282,"Super MUL 720",15
247,0.0422282,"Super MUL 720",15
248,0.0422282,"Super MUL 720",15
249,0.0422282,"Super MUL 720",15
250,0.452512,"Super MUL 720",15
251,0.0558532,"Super MUL 720",15
252,0.0558532,"Super MUL 720",15
253,0.0558532,"Super MUL 720",15
254,0.0558532,"Super MUL 720",15
255,0.0558532,"Super MUL 720",15
256,0.0558532,"Super MUL 720",15
257,0.0558532,"Super MUL 720",15
258,0.0558532,"Super MUL 720",15
259,0.631355,"Super MUL 720",15
260,0.0824622,"Super MUL 720",15
261,0.0824622,"Super MUL 720",15
262,0.0824622,"Super MUL 720",15
263,0.0824622,"Super MUL 720",15
264,0.0824622,"Super MUL 720",15
265,0.0824622,"Super MUL 720",15
266,0.0558532,"Super MUL 720",15
267,0.0558532,"Super MUL 720",15
268,0.0558532,"Super MUL 720",15
269,0.0558532,"Super MUL 720",15
270,0.0558532,"Super MUL 720",15
271,0.0558532,"Super MUL 720",15
272,0.0558532,"Super MUL 720",15
273,0.0558532,"Super MUL 720",15
274,0.0558532,"Super MUL 720",15
275,0.0558532,"Super MUL 720",15
276,0.0558532,"Super MUL 720",15
277,0.0558532,"Super MUL 720",15
278,0.0558532,"Super MUL 720",15
279,0.0422282,"Super MUL 720",15
280,0.0422282,"Super MUL 720",15
281,0.0422282,"Super MUL 720",15
282,0.0422282,"Super MUL 720",15
283,0.0339473,"Super MUL 720",15
284,0.0339473,"Super MUL 720",15
285,0.0339473,"Super MUL 720",15
286,0.0339473,"Super MUL 720",15
287,0.0283818,"Super MUL 720",15
288,0.0283818,"Super MUL 720",15
289,0.0283818,"Super MUL 720",15
290,0.0283818,"Super MUL 720",15
291,0.0283818,"Super MUL 720",15
292,0.0283818,"Super MUL 720",15
293,0.0283818,"Super MUL 720",15
294,0.0283818,"Super MUL 720",15
295,0.0283818,"Super MUL 720",15
296,0.0283818,"Super MUL 720",15
297,0.0283818,"Super MUL 720",15
298,0.0243842,"Super MUL 720",15
299,0.0243842,"Super MUL 720",15
300,0.0243842,"Super MUL 720",15
301,0.0243842,"Super MUL 720",15
302,0.0243842,"Super MUL 720",15
303,0.0243842,"Super MUL 720",15
304,0.0243842,"Super MUL 720",15
305,0.0243842,"Super MUL 720",15
306,0.0213737,"Super MUL 720",15
307,0.0213737,"Super MUL 720",15
308,0.0213737,"Super MUL 720",15
309,0.0213737,"Super MUL 720",15
310,0.0213737,"Super MUL 720",15
311,0.0213737,"Super MUL 720",15
312,0.0213737,"Super MUL 720",15
313,0.0213737,"Super MUL 720",15
314,0.0213737,"Super MUL 720",15
315,0.0213737,"Super MUL 720",15
316,0.0213737,"Super MUL 720",15
317,0.0213737,"Super MUL 720",15
318,0.0213737,"Super MUL 720",15
319,0.0213737,"Super MUL 720",15
320,0.0213737,"Super MUL 720",15
321,0.0213737,"Super MUL 720",15
322,0.0213737,"Super MUL 720",15
323,0.0213737,"Super MUL 720",15
324,0.0213737,"Super MUL 720",15
325,0.212994,"Super MUL 720",15
326,0.0243842,"Super MUL 720",15
327,0.0243842,"Super MUL 720",15
328,0.0243842,"Super MUL 720",15
329,0.0243842,"Super MUL 720",15
330,0.0243842,"Super MUL 720",15
331,0.0243842,"Super MUL 720",15
332,0.0243842,"Super MUL 720",15
333,0.0243842,"Super MUL 720",15
334,0.0243842,"Super MUL 720",15
335,0.0243842,"Super MUL 720",15
336,0.0243842,"Super MUL 720",15
337,0.245411,"Super MUL 720",15
338,0.0283818,"Super MUL 720",15
339,0.289507,"Super MUL 720",15
340,0.0339473,"Super MUL 720",15
341,0.0283818,"Super MUL 720",15
342,0.0283818,"Super MUL 720",15
343,0.0283818,"Super MUL 720",15
344,0.0283818,"Super MUL 720",15
345,0.0283818,"Super MUL 720",15
346,0.0283818,"Super MUL 720",15
347,0.0283818,"Super MUL 720",15
348,0.0283818,"Super MUL 720",15
349,0.0283818,"Super MUL 720",15
350,0.0283818,"Super MUL 720",15
351,0.0283818,"Super MUL 720",15
352,0.0283818,"Super MUL 720",15
353,0.0283818,"Super MUL 720",15
354,0.0283818,"Super MUL 720",15
355,0.0243842,"Super MUL 720",15
356,0.245411,"Super MUL 720",15
357,0.289507,"Super MUL 720",15
358,0.353016,"Super MUL 720",15
359,0.0422282,"Super MUL 720",15
360,0.0422282,"Super MUL 720",15
361,0.0339473,"Super MUL 720",15
362,0.0339473,"Super MUL 720",15
363,0.0339473,"Super MUL 720",15
364,0.0339473,"Super MUL 720",15
365,0.0339473,"Super MUL 720",15
366,0.0339473,"Super MUL 720",15
367,0.0339473,"Super MUL 720",15
368,0.0339473,"Super MUL 720",15
369,0.0339473,"Super MUL 720",15
370,0.0339473,"Super MUL 720",15
371,0.0339473,"Super MUL 720",15
372,0.0283818,"Super MUL 720",15
373,0.0283818,"Super MUL 720",15
374,0.0283818,"Super MUL 720",15
375,0.0283818,"Super MUL 720",15
376,0.0283818,"Super MUL 720",15
377,0.0283818,"Super MUL 720",15
378,0.0283818,"Super MUL 720",15
379,0.0283818,"Super MUL 720",15
380,0.0283818,"Super MUL 720",15
381,0.0283818,"Super MUL 720",15
382,0.0283818,"Super MUL 720",15
383,0.0283818,"Super MUL 720",15
384,0.0283818,"Super MUL 720",15
385,0.0283818,"Super MUL 720",15
386,0.0283818,"Super MUL 720",15
387,0.0283818,"Super MUL 720",15
388,0.0283818,"Super MUL 720",15
389,0.0283818,"Super MUL 720",15
390,0.0243842,"Super MUL 720",15
391,0.0243842,"Super MUL 720",15
392,0.0243842,"Super MUL 720",15
393,0.0243842,"Super MUL 720",15
394,0.0243842,"Super MUL 720",15
395,0.0243842,"Super MUL 720",15
396,0.0243842,"Super MUL 720",15
397,0.0243842,"Super MUL 720",15
398,0.0243842,"Super MUL 720",15
399,0.0243842,"Super MUL 720",15
400,0.0243842,"Super MUL 720",15
401,0.0243842,"Super MUL 720",15
402,0.0243842,"Super MUL 720",15
403,0.0243842,"Super MUL 720",15
404,0.0243842,"Super MUL 720",15
405,0.0243842,"Super MUL 720",15
406,0.0243842,"Super MUL 720",15
407,0.0243842,"Super MUL 720",15
408,0.0243842,"Super MUL 720",15
409,0.0243842,"Super MUL 720",15
410,0.0243842,"Super MUL 720",15
411,0.0243842,"Super MUL 720",15
412,0.0243842,"Super MUL 720",15
413,0.0243842,"Super MUL 720",15
414,0.245411,"Super MUL 720",15
415,0.0283818,"Super MUL 720",15
416,0.0283818,"Super MUL 720",15
417,0.0283818,"Super MUL 720",15
418,0.0283818,"Super MUL 720",15
419,0.289507,"Super MUL 720",15
420,0.0339473,"Super MUL 720",15
421,0.0339473,"Super MUL 720",15
422,0.353016,"Super MUL 720",15
423,0.0422282,"Super MUL 720",15
424,0.0422282,"Super MUL 720",15
425,0.0422282,"Super MUL 720",15
426,0.0422282,"Super MUL 720",15
427,0.0422282,"Super MUL 720",15
428,0.0422282,"Super MUL 720",15
429,0.0422282,"Super MUL 720",15
430,0.0422282,"Super MUL 720",15
431,0.0422282,"Super MUL 720",15
432,0.0422282,"Super MUL 720",15
433,0.452512,"Super MUL 720",15
434,0.0558532,"Super MUL 720",15
435,0.0558532,"Super MUL 720",15
436,0.0558532,"Super MUL 720",15
437,0.0422282,"Super MUL 720",15
438,0.0422282,"Super MUL 720",15
439,0.0422282,"Super MUL 720",15
440,0.0422282,"Super MUL 720",15
441,0.452512,"Super MUL 720",15
442,0.0558532,"Super MUL 720",15
443,0.0558532,"Super MUL 720",15
444,0.0422282,"Super MUL 720",15
445,0.0422282,"Super MUL 720",15
446,0.0422282,"Super MUL 720",15
447,0.0422282,"Super MUL 720",15
448,0.0422282,"Super MUL 720",15
449,0.0422282,"Super MUL 720",15
450,0.0422282,"Super MUL 720",15
451,0.0422282,"Super MUL 720",15
452,0.0422282,"Super MUL 720",15
453,0.0422282,"Super MUL 720",15
454,0.0422282,"Super MUL 720",15
455,0.0422282,"Super MUL 720",15
456,0.0339473,"Super MUL 720",15
457,0.0339473,"Super MUL 720",15
458,0.0339473,"Super MUL 720",15
459,0.0339473,"Super MUL 720",15
460,0.0339473,"Super MUL 720",15
461,0.0339473,"Super MUL 720",15
462,0.0339473,"Super MUL 720",15
463,0.0339473,"Super MUL 720",15
464,0.0339473,"Super MUL 720",15
465,0.0339473,"Super MUL 720",15
466,0.0283818,"Super MUL 720",15
467,0.0283818,"Super MUL 720",15
468,0.0283818,"Super MUL 720",15
469,0.0283818,"Super MUL 720",15
470,0.0283818,"Super MUL 720",15
471,0.0283818,"Super MUL 720",15
472,0.0283818,"Super MUL 720",15
473,0.0283818,"Super MUL 720",15
474,0.0283818,"Super MUL 720",15
475,0.0283818,"Super MUL 720",15
476,0.0283818,"Super MUL 720",15
477,0.0283818,"Super MUL 720",15
478,0.0283818,"Super MUL 720",15
479,0.0283818,"Super MUL 720",15
480,0.0283818,"Super MUL 720",15
481,0.0283818,"Super MUL 720",15
482,0.0283818,"Super MUL 720",15
483,0.0283818,"Super MUL 720",15
484,0.0283818,"Super MUL 720",15
485,0.0283818,"Super MUL 720",15
486,0.0283818,"Super MUL 720",15
487,0.0283818,"Super MUL 720",15
488,0.0283818,"Super MUL 720",15
489,0.0283818,"Super MUL 720",15
490,0.0283818,"Super MUL 720",15
491,0.0283818,"Super MUL 720",15
492,0.0283818,"Super MUL 720",15
493,0.0283818,"Super MUL 720",15
494,0.0283818,"Super MUL 720",15
495,0.0283818,"Super MUL 720",15
496,0.289507,"Super MUL 720",15
497,0.0339473,"Super MUL 720",15
498,0.0339473,"Super MUL 720",15
499,0.0339473,"Super MUL 720",15
500,0.0339473,"Super MUL 720",15
501,0.0339473,"Super MUL 720",15
502,0.0339473,"Super MUL 720",15
503,0.353016,"Super MUL 720",15
504,0.0422282,"Super MUL 720",15
505,0.0422282,"Super MUL 720",15
506,0.0422282,"Super MUL 720",15
507,0.0422282,"Super MUL 720",15
508,0.0422282,"Super MUL 720",15
509,0.0422282,"Super MUL 720",15
510,0.0422282,"Super MUL 720",15
511,0.0422282,"Super MUL 720",15
512,0.0422282,"Super MUL 720",15
513,0.0422282,"Super MUL 720",15
514,0.0422282,"Super MUL 720",15
515,0.0422282,"Super MUL 720",15
516,0.0422282,"Super MUL 720",15
517,0.0422282,"Super MUL 720",15
518,0.0422282,"Super MUL 720",15
519,0.0339473,"Super MUL 720",15
520,0.0339473,"Super MUL 720",15
521,0.0339473,"Super MUL 720",15
522,0.0339473,"Super MUL 720",15
523,0.0339473,"Super MUL 720",15
524,0.0339473,"Super MUL 720",15
525,0.0339473,"Super MUL 720",15
526,0.0339473,"Super MUL 720",15
527,0.0339473,"Super MUL 720",15
528,0.0339473,"Super MUL 720",15
529,0.353016,"Super MUL 720",15
530,0.0422282,"Super MUL 720",15
531,0.0422282,"Super MUL 720",15
532,0.0422282,"Super MUL 720",15
533,0.0422282,"Super MUL 720",15
534,0.0422282,"Super MUL 720",15
535,0.0422282,"Super MUL 720",15
536,0.0422282,"Super MUL 720",15
537,0.0422282,"Super MUL 720",15
538,0.0422282,"Super MUL 720",15
539,0.0422282,"Super MUL 720",15
540,0.0422282,"Super MUL 720",15
541,0.0422282,"Super MUL 720",15
542,0.0422282,"Super MUL 720",15
543,0.0422282,"Super MUL 720",15
544,0.0422282,"Super MUL 720",15
545,0.0422282,"Super MUL 720",15
546,0.0422282,"Super MUL 720",15
547,0.0422282,"Super MUL 720",15
548,0.0422282,"Super MUL 720",15
549,0.0422282,"Super MUL 720",15
550,0.0422282,"Super MUL 720",15
551,0.0422282,"Super MUL 720",15
552,0.0422282,"Super MUL 720",15
553,0.0422282,"Super MUL 720",15
554,0.0422282,"Super MUL 720",15
555,0.0422282,"Super MUL 720",15
556,0.0422282,"Super MUL 720",15
557,0.0422282,"Super MUL 720",15
558,0.0422282,"Super MUL 720",15
559,0.0422282,"Super MUL 720",15
560,0.0422282,"Super MUL 720",15
561,0.0422282,"Super MUL 720",15
562,0.0422282,"Super MUL 720",15
563,0.0422282,"Super MUL 720",15
564,0.0422282,"Super MUL 720",15
565,0.0422282,"Super MUL 720",15
566,0.0422282,"Super MUL 720",15
567,0.0422282,"Super MUL 720",15
568,0.0422282,"Super MUL 720",15
569,0.452512,"Super MUL 720",15
570,0.0558532,"Super MUL 720",15
571,0.0558532,"Super MUL 720",15
572,0.0558532,"Super MUL 720",15
573,0.0558532,"Super MUL 720",15
574,0.631355,"Super MUL 720",15
575,0.0824622,"Super MUL 720",15
576,0.0824622,"Super MUL 720",15
577,0.0824622,"Super MUL 720",15
578,0.0824622,"Super MUL 720",15
579,0.0824622,"Super MUL 720",15
580,0.0824622,"Super MUL 720",15
581,0.0824622,"Super MUL 720",15
582,0.0824622,"Super MUL 720",15
583,0.0824622,"Super MUL 720",15
584,0.0824622,"Super MUL 720",15
585,0.0824622,"Super MUL 720",15
586,0.0824622,"Super MUL 720",15
587,0.0824622,"Super MUL 720",15
588,0.0824622,"Super MUL 720",15
589,0.0824622,"Super MUL 720",15
590,0.0824622,"Super MUL 720",15
591,1.05445,"Super MUL 720",15
592,0.157541,"Super MUL 720",15
593,0.157541,"Super MUL 720",15
594,0.157541,"Super MUL 720",15
595,0.157541,"Super MUL 720",15
596,0.157541,"Super MUL 720",15
597,0.157541,"Super MUL 720",15
598,0.157541,"Super MUL 720",15
599,0.157541,"Super MUL 720",15
600,0.157541,"Super MUL 720",15
601,0.157541,"Super MUL 720",15
602,4.85798,"Super MUL 720",15
603,2,"Super MUL 720",15
604,2,"Super MUL 720",15
605,2,"Super MUL 720",15
606,2,"Super MUL 720",15
607,2,"Super MUL 720",15
608,2,"Super MUL 720",15
609,2,"Super MUL 720",15
610,2,"Super MUL 720",15
611,2,"Super MUL 720",15
612,2,"Super MUL 720",15
613,2,"Super MUL 720",15
614,2,"Super MUL 720",15
615,2,"Super MUL 720",15
616,2,"Super MUL 720",15
617,2,"Super MUL 720",15
618,2,"Super MUL 720",15
619,2,"Super MUL 720",15
620,2,"Super MUL 720",15
621,2,"Super MUL 720",15
622,2,"Super MUL 720",15
623,2,"Super MUL 720",15
624,2,"Super MUL 720",15
625,2,"Super MUL 720",15
626,2,"Super MUL 720",15
627,2,"Super MUL 720",15
628,2,"Super MUL 720",15
629,2,"Super MUL 720",15
630,2,"Super MUL 720",15
631,2,"Super MUL 720",15
632,2,"Super MUL 720",15
633,2,"Super MUL 720",15
634,2,"Super MUL 720",15
635,2,"Super MUL 720",15
636,2,"Super MUL 720",15
637,2,"Super MUL 720",15
638,2,"Super MUL 720",15
639,2,"Super MUL 720",15
640,2,"Super MUL 720",15
641,2,"Super MUL 720",15
642,2,"Super MUL 720",15
643,2,"Super MUL 720",15
644,2,"Super MUL 720",15
645,2,"Super MUL 720",15
646,2,"Super MUL 720",15
647,2,"Super MUL 720",15
648,2,"Super MUL 720",15
649,2,"Super MUL 720",15
650,2,"Super MUL 720",15
651,2,"Super MUL 720",15
652,2,"Super MUL 720",15
653,2,"Super MUL 720",15
654,2,"Super MUL 720",15
655,2,"Super MUL 720",15
656,2,"Super MUL 720",15
657,2,"Super MUL 720",15
658,2,"Super MUL 720",15
659,2,"Super MUL 720",15
660,2,"Super MUL 720",15
661,2,"Super MUL 720",15
662,2,"Super MUL 720",15
663,2,"Super MUL 720",15
664,2,"Super MUL 720",15
665,2,"Super MUL 720",15
666,2,"Super MUL 720",15
667,2,"Super MUL 720",15
668,2,"Super MUL 720",15
669,2,"Super MUL 720",15
670,2,"Super MUL 720",15
671,2,"Super MUL 720",15
672,2,"Super MUL 720",15
673,2,"Super MUL 720",15
674,2,"Super MUL 720",15
675,2,"Super MUL 720",15
676,2,"Super MUL 720",15
677,2,"Super MUL 720",15
678,2,"Super MUL 720",15
679,2,"Super MUL 720",15
680,2,"Super MUL 720",15
681,2,"Super MUL 720",15
682,2,"Super MUL 720",15
683,2,"Super MUL 720",15
684,2,"Super MUL 720",15
685,2,"Super MUL 720",15
686,2,"Super MUL 720",15
687,2,"Super MUL 720",15
688,2,"Super MUL 720",15
689,2,"Super MUL 720",15
690,2,"Super MUL 720",15
691,2,"Super MUL 720",15
692,2,"Super MUL 720",15
693,2,"Super MUL 720",15
694,2,"Super MUL 720",15
695,2,"Super MUL 720",15
696,2,"Super MUL 720",15
697,2,"Super MUL 720",15
698,2,"Super MUL 720",15
699,2,"Super MUL 720",15
700,2,"Super MUL 720",15
701,2,"Super MUL 720",15
702,2,"Super MUL 720",15
703,2,"Super MUL 720",15
704,2,"Super MUL 720",15
705,2,"Super MUL 720",15
706,2,"Super MUL 720",15
707,2,"Super MUL 720",15
708,2,"Super MUL 720",15
709,2,"Super MUL 720",15
710,2,"Super MUL 720",15
711,2,"Super MUL 720",15
712,2,"Super MUL 720",15
713,2,"Super MUL 720",15
714,2,"Super MUL 720",15
715,2,"Super MUL 720",15
716,2,"Super MUL 720",15
717,2,"Super MUL 720",15
718,2,"Super MUL 720",15
719,2,"Super MUL 720",15
